"Year","Month","Day","j_day","hour","H","u","w","VPTG","Zic","Zim","L","z0","Bowen","r","Ws","Wd","Zref","temp","Ztemp","ipcode","pamt","rh","pres","ccvr","WSADJ"
19,12,31,365,3,-6,0.119999997317791,0.402538669931077,-9,385.721099853516,178.170913696289,25.5466696663165,0.0379000008106232,6,1,2.25456357002258,53.4926349499953,10,268.125793457031,2,11,0.108000002801418,83.3000030517578,10005,10,"ADJ"
19,12,31,365,2,-12,0.140000000596046,0.494666636496287,-9,357.653961181641,178.180252075195,20.2697924338559,0.0379000008106232,12,1,2.81412577629089,50.3644494066211,10,267.943481445312,2,11,0,82.0999984741211,10007,10,"ADJ"
19,12,31,365,1,-5,0.0599999986588955,0.364907047531271,-9,343.704498291016,178.172927856445,3.81972584813875,0.0379000008106232,5,1,2.19027161598206,43.9128586149734,10,267.266937255859,2,11,0,79.5,10012,9,"ADJ"
19,12,30,364,24,-4,0.0599999986588955,0.349207307591554,-9,376.23583984375,178.169952392578,4.77093966681037,0.0430999994277954,4,1,2.18988537788391,45.1828719767267,10,267.058837890625,2,11,0,80.0999984741211,10015,9,"ADJ"
19,12,30,364,23,-3,0.0399999991059303,0.321069763279486,-9,389.623382568359,178.162612915039,1.88350484817315,0.0430999994277954,3,1,1.5696052312851,33.5753654564886,10,266.873107910156,2,11,0,77.7000045776367,10023,10,"ADJ"
19,12,30,364,22,-11,0.0999999940395355,0.459021685326009,-9,309.861755371094,178.183898925781,8.00955334723157,0.0430999994277954,3.66666666666667,1,2.69150447845459,47.0052022666959,10,266.316345214844,2,11,0,80.3000030517578,10023,10,"ADJ"
19,12,30,364,21,-6,0.0599999986588955,0.38963964200245,-9,346.505279541016,178.246475219727,3.16310916052726,0.0430999994277954,6,1,2.31522154808044,28.6299109864371,10,265.588012695312,2,11,0,75.0999984741211,10030,10,"ADJ"
19,12,30,364,20,-5,0.0499999970197678,0.3385898237671,-9,272.715148925781,178.258758544922,2.19552053252501,0.0430999994277954,1.42272727272727,1,2.13123989105225,34.6425204927066,10,265.457092285156,2,11,0,73.5999984741211,10037,10,"ADJ"
19,12,30,364,19,-5,0.0499999970197678,0.26169610778751,-9,125.557014465332,178.251129150391,2.18926903340992,0.0379999987781048,1.42272727272727,1,1.87749063968658,51.4570998556468,10,264.701232910156,2,11,0,71.5999984741211,10042,10,"ADJ"
19,12,30,364,18,-5,0.0499999970197678,0.313851284003678,-9,217.27409362793,178.20149230957,2.19627218644801,0.0379999987781048,1.42272727272727,1,2.06567287445068,47.3738820760048,10,265.547973632812,2,11,0,70.5,10043,10,"ADJ"
19,12,30,364,17,-4,0.0499999970197678,0.353305047568712,-9,389.904083251953,178.111770629883,2.76285568772293,0.0379999987781048,4,1,2.00602030754089,60.9224519663452,10,267.2421875,2,11,0,67.2000045776367,10040,9,"ADJ"
19,12,30,364,16,0,0.149999991059303,0.190657338691684,-9,493.787628173828,178.598907470703,-601.164508624737,0.0379999987781048,0,0.623931623931624,2.37900280952454,112.51004435658,10,269.20703125,2,11,0,62.9000015258789,10036,6,"ADJ"
19,12,30,364,15,14,0.229999989271164,0.513615195417735,-9,345.199615478516,178.589080810547,-77.4961571451726,0.0379999987781048,0.341463414634146,0.62482551621603,3.25749540328979,70.7508325790231,10,269.538940429688,2,11,0,62.2000007629395,10030,8,"ADJ"
19,12,30,364,14,43,0.239999994635582,0.657791163339177,-9,235.27685546875,178.057891845703,-28.5685900390518,0.0379999987781048,0.728813559322034,0.624605678233438,3.12657380104065,53.0551816413025,10,268.608856201172,2,11,0,62.9000015258789,10033,3,"ADJ"
19,12,30,364,13,42,0.209999993443489,0.565246459165288,-9,152.085098266602,178.044921875,-19.4971423899442,0.0379999987781048,0.893617021276596,0.624593061018183,2.50335812568665,50.7889676849013,10,267.275512695312,2,11,0,64,10038,0,"ADJ"
19,12,30,364,12,35,0.239999994635582,0.444262070797211,-9,88.1849822998047,178.018569946289,-34.7576677070378,0.0379999987781048,0.945945945945946,0.624829467939973,3.1294584274292,27.6178057451397,10,266.000061035156,2,11,0,69.0999984741211,10047,0,"ADJ"
19,12,30,364,11,11,0.159999996423721,0.28284067522559,-9,71.6329193115234,178.018096923828,-32.4180570408229,0.0379999987781048,1.22222222222222,0.624812891391919,2.12954831123352,351.114107993709,10,263.157958984375,2,11,0,80.0999984741211,10054,0,"ADJ"
19,12,30,364,10,-3,0.0599999986588955,0.155214970381587,-9,42.8976974487305,177.580825805664,6.1947943489236,0.0379999987781048,3,0.624583542557641,1.88049328327179,357.414622983941,10,260.070556640625,2,11,0,83.9000015258789,10056,0,"ADJ"
19,12,30,364,9,-9,0.0599999986588955,0.234416294567554,-9,48.9161949157715,177.582153320312,2.05060969971906,0.0379999987781048,4.5,0.62451236115668,2.19051122665405,303.668736240271,10,258.266784667969,2,11,0,70.0999984741211,10056,0,"ADJ"
19,12,30,364,8,-4,0.0199999995529652,0.178732401198197,-9,48.8498306274414,178.036376953125,0.17111306042035,0.0379999987781048,4,1,0.87919545173645,241.11680288552,10,258.612762451172,2,11,0,68.9000015258789,10057,0,"ADJ"
19,12,30,364,7,-5,0.0299999993294477,0.179657353523263,-9,39.825439453125,178.01936340332,0.463584948080609,0.0379999987781048,5,1,1.31737506389618,336.578985338139,10,259.497009277344,2,11,0,70.9000015258789,10052,0,"ADJ"
19,12,30,364,6,-10,0.0700000002980232,0.18547897681847,-9,21.9668102264404,178.041259765625,2.95200479078123,0.0379999987781048,3.33333333333333,1,2.56427502632141,344.092876950409,10,260.147521972656,2,11,0,72.2000045776367,10045,0,"ADJ"
19,12,30,364,5,-10,0.0599999986588955,0.220253312108089,-9,36.8467292785645,178.0634765625,1.86219574683257,0.0379999987781048,3.33333333333333,1,2.50555968284607,320.192038658382,10,260.596374511719,2,11,0,72.4000015258789,10043,4,"ADJ"
19,12,30,364,4,-5,0.0399999991059303,0.17268601070681,-9,35.5966033935547,178.090759277344,1.1060048794203,0.0379999987781048,5,1,1.38214814662933,306.162020418117,10,261.182373046875,2,11,0.00400000018998981,73.5999984741211,10039,3,"ADJ"
19,12,30,364,3,-8,0.0599999986588955,0.169910165657072,-9,21.247917175293,178.142852783203,2.33911732477165,0.0379999987781048,4,1,2.37891793251038,334.166312095809,10,261.869567871094,2,11,0.00400000018998981,75.4000015258789,10030,7,"ADJ"
19,12,30,364,2,-8,0.0599999986588955,0.169771961308262,-9,21.2530174255371,178.148101806641,2.34539735613978,0.0379999987781048,4,1,2.38021898269653,313.133450779383,10,262.572631835938,2,11,0.0020000000949949,74.3000030517578,10022,5,"ADJ"
19,12,30,364,1,-10,0.0700000002980232,0.185003944522761,-9,22.018238067627,178.162033081055,2.9817671973822,0.0379999987781048,3.33333333333333,1,2.68935751914978,319.360302871373,10,262.770355224609,2,11,0.0130000002682209,72.0999984741211,10019,3,"ADJ"
19,12,29,363,24,-8,0.0599999986588955,0.172824734328107,-9,22.4655723571777,178.193267822266,2.350138864327,0.0430999994277954,4,1,2.37738871574402,320.505713110454,10,263.103454589844,2,11,0.0020000000949949,72.2000045776367,10020,2,"ADJ"
19,12,29,363,23,-14,0.0899999961256981,0.466061835871711,-9,252.800765991211,178.196182250977,4.55108809003283,0.0430999994277954,4.66666666666667,1,3.00201892852783,313.53602928366,10,264.187683105469,2,11,0,69.8000030517578,10022,0,"ADJ"
19,12,29,363,22,-31,0.149999991059303,0.767571075643387,-9,512.223510742188,178.236404418945,9.55690819245549,0.0430999994277954,5.16666666666667,1,3.69238829612732,306.247734402699,10,265.339660644531,2,11,0,69.5,10022,4,"ADJ"
19,12,29,363,21,-29,0.140000000596046,0.781258010914793,-9,578.421630859375,178.329803466797,8.32118535688174,0.0430999994277954,1.42272727272727,1,3.63048982620239,292.474035729339,10,265.825012207031,2,11,0,67.0999984741211,10021,1,"ADJ"
19,12,29,363,20,-12,0.0799999982118607,0.626856809917426,-9,722.003234863281,178.266006469727,3.75183766706535,0.043199997395277,1.42272727272727,1,2.94052052497864,284.308863717178,10,265.798248291016,2,11,0.00100000004749745,65.5,10023,1,"ADJ"
19,12,29,363,19,-11,0.0899999961256981,0.601144282780578,-9,697.458984375,178.236450195312,5.85126800770189,0.0379999987781048,1.42272727272727,1,2.68782997131348,284.383842417781,10,266.877502441406,2,11,0.00100000004749745,67.2000045776367,10021,0,"ADJ"
19,12,29,363,18,-14,0.129999995231628,0.65250924114008,-9,703.972961425781,178.202209472656,13.9176527480561,0.0379999987781048,4.66666666666667,1,2.81723618507385,291.850522211687,10,268.077758789062,2,11,0,69.5,10015,10,"ADJ"
19,12,29,363,17,-23,0.209999993443489,0.754634926819903,-9,666.420715332031,178.191223144531,35.9034047616597,0.0379999987781048,2.09090909090909,1,3.56714868545532,289.447337417183,10,269.527069091797,2,11,0,65.7000045776367,10013,10,"ADJ"
19,12,29,363,16,-18,0.319999992847443,0.684142030600852,-9,636.542846679688,178.668380737305,162.846616476138,0.0379999987781048,0.5625,0.625623974324105,4.75066614151001,299.628454110056,10,270.394653320312,2,11,0,65.4000015258789,10009,10,"ADJ"
19,12,29,363,15,8,0.329999983310699,0.530116650327153,-9,667.838562011719,178.619812011719,-402.753125478707,0.0379999987781048,0.156862745098039,0.624304277797146,4.81409740447998,296.560736143312,10,271.009124755859,2,11,0,67.2000045776367,10004,10,"ADJ"
19,12,29,363,14,25,0.359999984502792,0.788532857208414,-9,704.2880859375,178.552597045898,-167.547677798717,0.0379999987781048,0.36231884057971,0.625092106528164,5.1924991607666,298.672691764428,10,271.373687744141,2,11,0.00400000018998981,68.7000045776367,10005,9,"ADJ"
19,12,29,363,13,33,0.359999984502792,0.846836101972639,-9,660.886291503906,178.491348266602,-126.933456159167,0.0379999987781048,0.464788732394366,0.624856828692395,5.06659936904907,309.278033907724,10,271.380950927734,2,11,0,71.2000045776367,10005,9,"ADJ"
19,12,29,363,12,33,0.379999995231628,0.859195263131027,-9,690.651306152344,178.360153198242,-149.373651474045,0.0379999987781048,0.464788732394366,0.624808593338335,5.4415225982666,308.856321077515,10,271.540069580078,2,11,0,73.4000015258789,10012,7,"ADJ"
19,12,29,363,11,7,0.280000001192093,0.498255982350981,-9,633.987915039062,178.322235107422,-281.279137940428,0.0379999987781048,0.2,0.625,4.00697946548462,312.902464891748,10,271.117919921875,2,11,0,74.0999984741211,10013,9,"ADJ"
19,12,29,363,10,-12,0.159999996423721,0.595347736405396,-9,628.141479492188,178.312362670898,30.4821278622001,0.0379999987781048,4,0.624457719296053,2.87785053253174,284.1676321248,10,269.937591552734,2,11,0,79.0999984741211,10010,9,"ADJ"
19,12,29,363,9,-12,0.0899999961256981,0.611401217887831,-9,676.789855957031,178.331985473633,5.39687579357716,0.0379999987781048,3,0.623711340206186,2.8153817653656,280.148432941005,10,268.530090332031,2,11,0,79.8000030517578,10000,9,"ADJ"
19,12,29,363,8,-38,0.179999992251396,0.940977673005586,-9,781.367248535156,178.338958740234,13.6733432064361,0.0379999987781048,3.16666666666667,1,3.94278168678284,271.271743423501,10,269.30078125,2,11,0,77.4000015258789,9998,3,"ADJ"
19,12,29,363,7,-27,0.149999991059303,0.817566313900578,-9,719.868469238281,178.394882202148,11.1147037828942,0.0379999987781048,2.7,1,3.50209903717041,281.105981002838,10,268.772430419922,2,11,0.00100000004749745,81.2000045776367,9993,3,"ADJ"
19,12,29,363,6,-28,0.140000000596046,0.815640774464595,-9,687.482238769531,178.415313720703,8.69138161035328,0.0379999987781048,2.8,1,3.62667226791382,279.971301915953,10,268.076965332031,2,11,0.00100000004749745,78.9000015258789,9986,9,"ADJ"
19,12,29,363,5,-16,0.0899999961256981,0.559845315881003,-9,388.348937988281,178.404968261719,4.03353152884764,0.0379999987781048,2.66666666666667,1,3.19132113456726,272.197221477467,10,267.592987060547,2,11,0.00300000002607703,75.0999984741211,9977,1,"ADJ"
19,12,29,363,4,-9,0.0700000002980232,0.569901269368691,-9,729.276916503906,178.453109741211,3.37852960295182,0.0379999987781048,3,1,2.69141387939453,270.881877366462,10,267.961791992188,2,11,0,74.5,9970,0,"ADJ"
19,12,29,363,3,-13,0.0899999961256981,0.710525161302631,-9,983.95654296875,178.497985839844,4.99925181817587,0.0379999987781048,1.42272727272727,1,2.94148588180542,274.792060806964,10,269.474487304688,2,11,0,74.4000015258789,9966,0,"ADJ"
19,12,29,363,2,-20,0.140000000596046,0.856452608838375,-9,1124.87255859375,178.538391113281,12.2833671658535,0.0379999987781048,1.42272727272727,1,3.25230550765991,288.752293382819,10,270.6201171875,2,11,0,74.2000045776367,9956,3,"ADJ"
19,12,29,363,1,-11,0.109999999403954,0.70702811925598,-9,1156.07250976562,178.56867980957,10.8841137472724,0.0379999987781048,1.42272727272727,1,2.62852692604065,309.988914208799,10,271.897033691406,2,11,0.00100000004749745,75.9000015258789,9951,0,"ADJ"
19,12,28,362,24,-11,0.140000000596046,0.71118171259833,-9,1180.67370605469,178.671875,22.5170903742865,0.0379999987781048,1.1,1,2.68998122215271,295.876764075875,10,272.846008300781,2,11,0,75.2000045776367,9952,0,"ADJ"
19,12,28,362,23,-17,0.199999988079071,0.823963743978587,-9,1188.42150878906,178.763977050781,42.4889613107932,0.0379999987781048,1.7,1,3.31626343727112,270.598787283318,10,272.917816162109,2,11,0.00500000035390258,73.2000045776367,9957,9,"ADJ"
19,12,28,362,22,-15,0.170000001788139,0.578569280666195,-9,465.531677246094,178.833755493164,29.5236407300481,0.0379999987781048,1.5,1,3.06525564193726,267.342342558853,10,272.465270996094,2,11,0.00100000004749745,75.8000030517578,9954,8,"ADJ"
19,12,28,362,21,-18,0.280000001192093,0.720486097642802,-9,750.6748046875,178.432189941406,110.151174538564,0.0379999987781048,0.9,1,4.25125026702881,263.923338993784,10,273.013610839844,2,11,0,78.0999984741211,9952,3,"ADJ"
19,12,28,362,20,-21,0.219999998807907,0.816150770053661,-9,936.77783203125,178.944046020508,45.8704990320625,0.0379999987781048,2.1,1,3.56589794158936,248.791568470987,10,273.452239990234,2,11,0,75.9000015258789,9950,8,"ADJ"
19,12,28,362,19,-26,0.199999988079071,0.868791078657344,-9,911.616333007812,178.911651611328,27.8032751562641,0.0379999987781048,1.42272727272727,1,3.62792587280273,249.185928843152,10,273.134246826172,2,11,0,75.3000030517578,9947,8,"ADJ"
19,12,28,362,18,-22,0.179999992251396,0.82437487835289,-9,920.421142578125,178.872863769531,23.9535456477833,0.0379999987781048,1.42272727272727,1,3.37579584121704,249.693213019349,10,273.131500244141,2,11,0,74.5999984741211,9941,5,"ADJ"
19,12,28,362,17,-19,0.140000000596046,0.805059659029445,-9,995.4765625,178.821533203125,13.0879300656552,0.0379999987781048,1.42272727272727,1,3.18905425071716,257.798801322091,10,273.928497314453,2,11,0,71.5,9934,4,"ADJ"
19,12,28,362,16,-10,0.149999991059303,0.670946241205234,-9,1098.04565429688,178.796447753906,30.6740367116183,0.0379999987781048,1,0.624840372220898,2.75168323516846,269.067835718817,10,274.722351074219,2,11,0,71.4000015258789,9931,1,"ADJ"
19,12,28,362,15,-20,0.199999988079071,0.861220932287018,-9,1163.33520507812,178.754302978516,36.4242869021997,0.0379999987781048,1,0.624697336561743,3.56326532363892,281.069768345096,10,275.250366210938,2,11,0,68.5999984741211,9931,0,"ADJ"
19,12,28,362,14,-36,0.299999982118607,1.05950125137496,-9,1204.11791992188,178.686462402344,68.3389486059014,0.0379999987781048,1.2,0.624827918470871,4.68894052505493,278.105135455209,10,275.425323486328,2,11,0,67.0999984741211,9930,1,"ADJ"
19,12,28,362,13,-25,0.239999994635582,0.931687322363219,-9,1178.18798828125,179.076522827148,50.3474799264268,0.0379999987781048,1.25,0.625,3.93898153305054,279.293757880769,10,275.220520019531,2,11,0.00100000004749745,73.5999984741211,9934,6,"ADJ"
19,12,28,362,12,-4,0.0700000002980232,0.503410624438686,-9,1158.15551757812,178.903137207031,7.78455665323779,0.0379999987781048,1.42272727272727,1,2.00264549255371,274.348076444276,10,274.407836914062,2,11,0.0100000007078052,84.3000030517578,9936,6,"ADJ"
19,12,28,362,11,-2,0.0499999970197678,0.313901451562912,-9,560.330932617188,178.887222290039,5.66127915200045,0.0379999987781048,0.217396244096415,1,1.4397531747818,274.562986696212,10,273.798706054688,2,11,0.0020000000949949,90.0999984741211,9935,3,"ADJ"
19,12,28,362,10,-2,0.0700000002980232,0.140427193996364,-9,49.9316215515137,178.894470214844,15.4616611318963,0.0379999987781048,1.42272727272727,0.624936650504828,1.50172090530396,254.980358463252,10,272.513977050781,2,11,0.00500000035390258,92.8000030517578,9932,3,"ADJ"
19,12,28,362,9,-6,0.0799999982118607,0.199569732626545,-9,47.7140159606934,178.897644042969,7.68372628256479,0.0379999987781048,1.42272727272727,0.625350148062609,2.25617170333862,237.324300808415,10,272.176086425781,2,11,0.00100000004749745,88.0999984741211,9927,3,"ADJ"
19,12,28,362,8,-11,0.0999999940395355,0.196895263320378,-9,25.0083255767822,178.89990234375,8.19065701507139,0.0379999987781048,1.42272727272727,1,2.68907356262207,234.835173621233,10,272.338012695312,2,11,0,84.8000030517578,9921,0,"ADJ"
19,12,28,362,7,-15,0.129999995231628,0.547605772370238,-9,394.206176757812,178.444442749023,13.1852810196783,0.0379999987781048,2.5,1,2.94022107124329,243.488959291756,10,272.11181640625,2,11,0,85.9000015258789,9918,0,"ADJ"
19,12,28,362,6,-25,0.170000001788139,0.659466842671211,-9,413.764190673828,178.477478027344,17.7198807434328,0.0381000004708767,2.5,1,3.43902134895325,240.861017797865,10,272.552886962891,2,11,0,86.3000030517578,9912,3,"ADJ"
19,12,28,362,5,-32,0.209999993443489,0.716844946648744,-9,415.796234130859,178.52018737793,26.1338094160129,0.0381000004708767,2.28571428571429,1,3.87954878807068,241.040378678484,10,272.955352783203,2,11,0,87,9909,0,"ADJ"
19,12,28,362,4,-20,0.149999991059303,0.637146740345426,-9,467.215393066406,178.55224609375,15.2409645943785,0.0381000004708767,2,1,3.19485116004944,242.173535743488,10,273.001800537109,2,11,0,87.2000045776367,9912,1,"ADJ"
19,12,28,362,3,-12,0.109999999403954,0.467064043904192,-9,306.457885742188,178.575729370117,10.0082824322164,0.0381000004708767,1.42272727272727,1,2.75049734115601,236.470370208703,10,272.746704101562,2,11,0,86.3000030517578,9910,3,"ADJ"
19,12,28,362,2,-10,0.109999999403954,0.449370135394944,-9,328.505859375,178.671951293945,12.0461580861541,0.0381000004708767,1.42272727272727,1,2.56465768814087,230.133968733311,10,273.569244384766,2,11,0,85.4000015258789,9904,2,"ADJ"
19,12,28,362,1,-11,0.159999996423721,0.408386938377445,-9,223.924560546875,178.680053710938,33.6655820836641,0.0381000004708767,1.42272727272727,1,2.81561589241028,224.638522717361,10,273.284912109375,2,11,0,88,9899,4,"ADJ"
19,12,27,361,24,-11,0.149999991059303,0.522654162401412,-9,469.577514648438,178.753219604492,27.7509439784377,0.0432999990880489,5.5,1,2.75316381454468,238.421919667585,10,273.396850585938,2,11,0,88.4000015258789,9899,1,"ADJ"
19,12,27,361,23,-7,0.149999991059303,0.371901154492604,-9,266.454345703125,178.789810180664,43.7072957029281,0.0432999990880489,2.33333333333333,1,2.44158840179443,241.974044001276,10,274.015441894531,2,11,0,87.4000015258789,9897,2,"ADJ"
19,12,27,361,22,-6,0.199999988079071,0.343802775529624,-9,245.272018432617,178.840759277344,120.71181717223,0.0432999990880489,0.6,1,3.06479382514954,221.709171403625,10,273.657836914062,2,11,0,88.3000030517578,9893,10,"ADJ"
19,12,27,361,21,-7,0.229999989271164,0.356109107960246,-9,233.151092529297,178.656127929688,157.040498938464,0.0432999990880489,1.42272727272727,1,3.31737804412842,195.018927195902,10,273.100830078125,2,11,0,91.8000030517578,9892,9,"ADJ"
19,12,27,361,20,-5,0.119999997317791,0.307669392798759,-9,210.213226318359,178.554077148438,31.1810597997504,0.0433999970555305,1.42272727272727,1,2.12639141082764,172.216794991752,10,272.718078613281,2,11,0,93.2000045776367,9895,7,"ADJ"
19,12,27,361,19,-5,0.109999999403954,0.237298947026779,-9,96.2021636962891,4758.40966796875,23.9560639455087,0.0381000004708767,1.42272727272727,1,2.06426906585693,146.597031462893,10,272.022094726562,2,11,0.0210000015795231,95.2000045776367,9896,8,"ADJ"
19,12,27,361,18,-2,0.0499999970197678,0.184298832509725,-9,112.274185180664,6518.4013671875,5.60482560106474,0.0381000004708767,1.42272727272727,1,1.43923020362854,194.598849323788,10,271.068420410156,2,11,1.99600005149841,93.9000015258789,9910,10,"ADJ"
19,12,27,361,17,0,0.00999999977648258,0.121862468940998,-9,129.329803466797,4174.85498046875,-0.178660555106658,0.0381000004708767,1.42159090909091,1,0.56656414270401,117.645848459251,10,270.019714355469,2,11,2.38700008392334,93.3000030517578,9922,10,"ADJ"
19,12,27,361,16,-2,0.189999997615814,0.167345024589001,-9,83.6487274169922,178.312164306641,306.0706736444,0.0381000004708767,1.42272727272727,1,2.75563740730286,136.433795901862,10,269.766296386719,2,11,1.02900004386902,88.5999984741211,9929,10,"ADJ"
19,12,27,361,15,-1,0.25,0.133175800034241,-9,84.0591354370117,178.26188659668,1390.17351516525,0.0381000004708767,0.1,1,3.62858748435974,140.480062502633,10,268.934020996094,2,11,0.694000005722046,87.3000030517578,9945,10,"ADJ"
19,12,27,361,14,0,0.259999990463257,0.103453627175892,-9,78.5746994018555,178.228668212891,-3118.211486273,0.0381000004708767,0,1,3.81608438491821,138.339747938253,10,268.13427734375,2,11,0.310000002384186,80.0999984741211,9958,10,"ADJ"
19,12,27,361,13,0,0.269999980926514,0.109164903205345,-9,92.2332000732422,178.130523681641,-3488.74626041893,0.0381000004708767,0,1,4.0023136138916,148.797386348585,10,267.882873535156,2,11,0.0780000016093254,76.0999984741211,9978,9,"ADJ"
19,12,27,361,12,3,0.259999990463257,0.199184505961043,-9,93.2477722167969,178.467437744141,-518.479764686895,0.0381000004708767,0.142857142857143,1,3.8133590221405,143.426638751917,10,267.503723144531,2,11,0.0620000027120113,73,9995,7,"ADJ"
19,12,27,361,11,4,0.310000002384186,0.212487461002491,-9,84.5273590087891,177.945159912109,-656.179228540549,0.0381000004708767,0.166666666666667,1,4.56549549102783,141.878534698861,10,266.314086914062,2,11,0.0180000010877848,71.3000030517578,10014,9,"ADJ"
19,12,27,361,10,4,0.319999992847443,0.204216783517418,-9,74.5759506225586,177.969436645508,-717.322440964767,0.0381000004708767,0.222222222222222,1,4.68894052505493,134.703776212404,10,264.680084228516,2,11,0.00100000004749745,74,10024,10,"ADJ"
19,12,27,361,9,-14,0.179999992251396,0.301057117137061,-9,68.0087509155273,3087.46557617188,36.3392174349278,0.0381000004708767,14,1,3.06758046150208,121.385846393622,10,263.683471679688,2,11,0,75.0999984741211,10034,8,"ADJ"
19,12,27,361,8,-6,0.140000000596046,0.259377826388062,-9,101.140869140625,177.950653076172,39.7605389986339,0.0381000004708767,6,1,2.31496930122375,109.659699258692,10,262.79443359375,2,11,0.0450000017881393,79.9000015258789,10039,3,"ADJ"
19,12,27,361,7,-10,0.119999997317791,0.22784560959856,-9,40.8842544555664,177.936874389648,14.9319940018209,0.0381000004708767,5,1,2.56571435928345,132.15596350957,10,261.198608398438,2,11,0.105000004172325,81.5999984741211,10047,3,"ADJ"
19,12,27,361,6,-13,0.149999991059303,0.219401239932493,-9,27.9165744781494,177.475219726562,22.3027595449451,0.0381000004708767,4.33333333333333,1,2.87781858444214,124.672010820777,10,259.671936035156,2,11,0,84.8000030517578,10051,3,"ADJ"
19,12,27,361,5,-7,0.0599999986588955,0.181143719147361,-9,28.8745441436768,177.544219970703,2.62324604420305,0.0381000004708767,3.5,1,2.25039887428284,122.996755056523,10,256.968627929688,2,11,0,72,10061,2,"ADJ"
