Year,Month,Day,j_day,hour,H,u,w,VPTG,Zic,Zim,L,z0,Bowen,r,Ws,Wd,Zref,temp,Ztemp,ipcode,pamt,rh,pres,ccvr,WSADJ,Subflag
19,12,31,365,9,-4,0.269999981,0.327031373,-9,310.5515137,178.2086639,436.9146475,0.037900001,0.666666667,1,4.00316906,90.58998115,10,268.3874207,2,11,0.188000008,86.70000458,9964,10,ADJ,NoSubs
19,12,31,365,8,-8,0.25,0.407617339,-9,300.798645,178.3602295,173.4914045,0.037900001,2,1,3.628303289,80.44619596,10,268.5002441,2,11,1.199999928,85.90000153,9970,9,ADJ,NoSubs
19,12,31,365,7,-8,0.269999981,0.403769237,-9,292.308197,178.3620605,218.5106059,0.037900001,1.333333333,1,3.94098711,87.11261535,10,268.4528809,2,11,1.059999943,84.80000305,9976,4,ADJ,NoSubs
19,12,31,365,6,-8,0.299999982,0.409807323,-9,305.6379395,178.3265991,299.7587124,0.037900001,0.888888889,1,4.500601768,80.50346566,10,268.4694519,2,11,0.542000055,83,9978,5,ADJ,NoSubs
19,12,31,365,5,-14,0.269999981,0.515159967,-9,347.3817749,178.2250671,125.0293344,0.037900001,2.333333333,1,4.005010128,81.33028257,10,268.8100586,2,11,0.407000005,81.40000153,9993,6,ADJ,NoSubs
19,12,31,365,4,-5,0.119999997,0.380985902,-9,392.7938843,178.2080383,30.68468839,0.037900001,5,1,2.128686428,54.04530269,10,268.3766785,2,11,0.160000011,84.59999847,10003,10,ADJ,NoSubs
19,12,31,365,3,-6,0.119999997,0.40253867,-9,385.7210999,178.1709137,25.54666967,0.037900001,6,1,2.25456357,53.49263495,10,268.1257935,2,11,0.108000003,83.30000305,10005,10,ADJ,NoSubs
19,12,31,365,2,-12,0.140000001,0.494666636,-9,357.6539612,178.1802521,20.26979243,0.037900001,10,1,2.814125776,50.36444941,10,267.9434814,2,11,0,82.09999847,10007,10,ADJ,NoSubs
19,12,31,365,1,-5,0.059999999,0.364907048,-9,343.7044983,178.1729279,3.819725848,0.037900001,5,1,2.190271616,43.91285861,10,267.2669373,2,11,0,79.5,10012,9,ADJ,NoSubs
19,12,30,364,24,-4,0.059999999,0.349207308,-9,376.2358398,178.1699524,4.770939667,0.043099999,4,1,2.189885378,45.18287198,10,267.0588379,2,11,0,80.09999847,10015,9,ADJ,NoSubs
19,12,30,364,23,-3,0.039999999,0.321069763,-9,389.6233826,178.1626129,1.883504848,0.043099999,3,1,1.569605231,33.57536546,10,266.8731079,2,11,0,77.70000458,10023,10,ADJ,NoSubs
19,12,30,364,22,-11,0.099999994,0.459021685,-9,309.8617554,178.1838989,8.009553347,0.043099999,3.666666667,1,2.691504478,47.00520227,10,266.3163452,2,11,0,80.30000305,10023,10,ADJ,NoSubs
19,12,30,364,21,-6,0.059999999,0.389639642,-9,346.5052795,178.2464752,3.163109161,0.043099999,6,1,2.315221548,28.62991099,10,265.5880127,2,11,0,75.09999847,10030,10,ADJ,NoSubs
19,12,30,364,20,-5,0.049999997,0.338589824,-9,272.7151489,178.2587585,2.195520533,0.043099999,1.428571429,1,2.131239891,34.64252049,10,265.4570923,2,11,0,73.59999847,10037,10,ADJ,NoSubs
19,12,30,364,19,-5,0.049999997,0.261696108,-9,125.5570145,178.2511292,2.189269033,0.037999999,1.428571429,1,1.87749064,51.45709986,10,264.7012329,2,11,0,71.59999847,10042,10,ADJ,NoSubs
19,12,30,364,18,-5,0.049999997,0.313851284,-9,217.2740936,178.2014923,2.196272186,0.037999999,1.428571429,1,2.065672874,47.37388208,10,265.5479736,2,11,0,70.5,10043,10,ADJ,NoSubs
19,12,30,364,17,-4,0.049999997,0.353305048,-9,389.9040833,178.1117706,2.762855688,0.037999999,4,1,2.006020308,60.92245197,10,267.2421875,2,11,0,67.20000458,10040,9,ADJ,NoSubs
19,12,30,364,16,0,0.149999991,0.824585514,-9,493.7876282,178.5989075,7.430992278,0.037999999,0,0.623931624,2.37900281,112.5100444,10,269.2070313,2,11,0,62.90000153,10036,6,ADJ,NoSubs
19,12,30,364,15,14,0.229999989,0.635189155,-9,345.1996155,178.5890808,-40.97175211,0.037999999,0.341463415,0.624825516,3.257495403,70.75083258,10,269.5389404,2,11,0,62.20000076,10030,8,ADJ,NoSubs
19,12,30,364,14,43,0.239999995,0.68282168,-9,235.2768555,178.0578918,-25.54059474,0.037999999,0.728813559,0.624605678,3.126573801,53.05518164,10,268.6088562,2,11,0,62.90000153,10033,3,ADJ,NoSubs
19,12,30,364,13,42,0.209999993,0.705749962,-9,152.0850983,178.0449219,-10.01686741,0.037999999,0.893617021,0.624593061,2.503358126,50.78896768,10,267.2755127,2,11,0,64,10038,0,ADJ,NoSubs
19,12,30,364,12,35,0.239999995,0.617943303,-9,88.1849823,178.0185699,-12.91583376,0.037999999,0.945945946,0.624829468,3.129458427,27.61780575,10,266.000061,2,11,0,69.09999847,10047,0,ADJ,NoSubs
19,12,30,364,11,11,0.159999996,0.527647887,-9,71.63291931,178.0180969,-4.993211564,0.037999999,1.222222222,0.624812891,2.129548311,351.114108,10,263.157959,2,11,0,80.09999847,10054,0,ADJ,NoSubs
19,12,30,364,10,-3,0.059999999,0.407655187,-9,42.89769745,177.5808258,-0.341939124,0.037999999,3,0.624583543,1.880493283,357.414623,10,260.0705566,2,11,0,83.90000153,10056,0,ADJ,NoSubs
19,12,30,364,9,-9,0.059999999,0.298061795,-9,48.91619492,177.5821533,0.997533435,0.037999999,4.5,0.624512361,2.190511227,303.6687362,10,258.2667847,2,11,0,70.09999847,10056,0,ADJ,NoSubs
19,12,30,364,8,-4,0.02,0.178732401,-9,48.84983063,178.036377,0.17111306,0.037999999,4,1,0.879195452,241.1168029,10,258.6127625,2,11,0,68.90000153,10057,0,ADJ,NoSubs
19,12,30,364,7,-5,0.029999999,0.179657354,-9,39.82543945,178.0193634,0.463584948,0.037999999,5,1,1.317375064,336.5789853,10,259.4970093,2,11,0,70.90000153,10052,0,ADJ,NoSubs
19,12,30,364,6,-10,0.07,0.185478977,-9,21.96681023,178.0412598,2.952004791,0.037999999,3.333333333,1,2.564275026,344.092877,10,260.147522,2,11,0,72.20000458,10045,0,ADJ,NoSubs
19,12,30,364,5,-10,0.059999999,0.220253312,-9,36.84672928,178.0634766,1.862195747,0.037999999,3.333333333,1,2.505559683,320.1920387,10,260.5963745,2,11,0,72.40000153,10043,4,ADJ,NoSubs
19,12,30,364,4,-5,0.039999999,0.172686011,-9,35.59660339,178.0907593,1.106004879,0.037999999,5,1,1.382148147,306.1620204,10,261.182373,2,11,0.004,73.59999847,10039,3,ADJ,NoSubs
19,12,30,364,3,-8,0.059999999,0.169910166,-9,21.24791718,178.1428528,2.339117325,0.037999999,4,1,2.378917933,334.1663121,10,261.8695679,2,11,0.004,75.40000153,10030,7,ADJ,NoSubs
19,12,30,364,2,-8,0.059999999,0.169771961,-9,21.25301743,178.1481018,2.345397356,0.037999999,4,1,2.380218983,313.1334508,10,262.5726318,2,11,0.002,74.30000305,10022,5,ADJ,NoSubs
19,12,30,364,1,-10,0.07,0.185003945,-9,22.01823807,178.1620331,2.981767197,0.037999999,3.333333333,1,2.689357519,319.3603029,10,262.7703552,2,11,0.013,72.09999847,10019,3,ADJ,NoSubs
19,12,29,363,24,-8,0.059999999,0.172824734,-9,22.46557236,178.1932678,2.350138864,0.043099999,4,1,2.377388716,320.5057131,10,263.1034546,2,11,0.002,72.20000458,10020,2,ADJ,NoSubs
19,12,29,363,23,-14,0.089999996,0.466061836,-9,252.800766,178.1961823,4.55108809,0.043099999,4.666666667,1,3.002018929,313.5360293,10,264.1876831,2,11,0,69.80000305,10022,0,ADJ,NoSubs
19,12,29,363,22,-31,0.149999991,0.767571076,-9,512.2235107,178.2364044,9.556908192,0.043099999,5.166666667,1,3.692388296,306.2477344,10,265.3396606,2,11,0,69.5,10022,4,ADJ,NoSubs
19,12,29,363,21,-29,0.140000001,0.781258011,-9,578.4216309,178.3298035,8.321185357,0.043099999,1.428571429,1,3.630489826,292.4740357,10,265.8250122,2,11,0,67.09999847,10021,1,ADJ,NoSubs
19,12,29,363,20,-12,0.079999998,0.62685681,-9,722.0032349,178.2660065,3.751837667,0.043199997,1.428571429,1,2.940520525,284.3088637,10,265.7982483,2,11,0.001,65.5,10023,1,ADJ,NoSubs
19,12,29,363,19,-11,0.089999996,0.601144283,-9,697.4589844,178.2364502,5.851268008,0.037999999,1.428571429,1,2.687829971,284.3838424,10,266.8775024,2,11,0.001,67.20000458,10021,0,ADJ,NoSubs
19,12,29,363,18,-14,0.129999995,0.652509241,-9,703.9729614,178.2022095,13.91765275,0.037999999,4.666666667,1,2.817236185,291.8505222,10,268.0777588,2,11,0,69.5,10015,10,ADJ,NoSubs
19,12,29,363,17,-23,0.209999993,0.754634927,-9,666.4207153,178.1912231,35.90340476,0.037999999,2.090909091,1,3.567148685,289.4473374,10,269.5270691,2,11,0,65.70000458,10013,10,ADJ,NoSubs
19,12,29,363,16,-18,0.319999993,0.291864788,-9,636.5428467,178.6683807,2097.357423,0.037999999,0.5625,0.625623974,4.750666142,299.6284541,10,270.3946533,2,11,0,65.40000153,10009,10,ADJ,NoSubs
19,12,29,363,15,8,0.329999983,0.644366393,-9,667.838562,178.619812,224.2614418,0.037999999,0.156862745,0.624304278,4.814097404,296.5607361,10,271.0091248,2,11,0,67.20000458,10004,10,ADJ,NoSubs
19,12,29,363,14,25,0.359999985,0.342692366,-9,704.2880859,178.552597,2041.195043,0.037999999,0.362318841,0.625092107,5.192499161,298.6726918,10,271.3736877,2,11,0.004,68.70000458,10005,9,ADJ,NoSubs
19,12,29,363,13,33,0.359999985,0.825056966,-9,660.8862915,178.4913483,137.2531725,0.037999999,0.464788732,0.624856829,5.066599369,309.2780339,10,271.3809509,2,11,0,71.20000458,10005,9,ADJ,NoSubs
19,12,29,363,12,33,0.379999995,1.001419284,-9,690.6513062,178.3601532,-94.34128111,0.037999999,0.464788732,0.624808593,5.441522598,308.8563211,10,271.5400696,2,11,0,73.40000153,10012,7,ADJ,NoSubs
19,12,29,363,11,7,0.280000001,1.209530648,-9,633.987915,178.3222351,-19.66275899,0.037999999,0.2,0.625,4.006979465,312.9024649,10,271.1179199,2,11,0,74.09999847,10013,9,ADJ,NoSubs
19,12,29,363,10,-12,0.159999996,0.516729669,-9,628.1414795,178.3123627,-46.61945646,0.037999999,4,0.624457719,2.877850533,284.1676321,10,269.9375916,2,11,0,79.09999847,10010,9,ADJ,NoSubs
19,12,29,363,9,-12,0.089999996,0.646670675,-9,676.789856,178.3319855,4.561123382,0.037999999,3,0.62371134,2.815381765,280.1484329,10,268.5300903,2,11,0,79.80000305,10000,9,ADJ,NoSubs
19,12,29,363,8,-38,0.179999992,0.940977673,-9,781.3672485,178.3389587,13.67334321,0.037999999,3.166666667,1,3.942781687,271.2717434,10,269.3007813,2,11,0,77.40000153,9998,3,ADJ,NoSubs
19,12,29,363,7,-27,0.149999991,0.817566314,-9,719.8684692,178.3948822,11.11470378,0.037999999,2.7,1,3.502099037,281.105981,10,268.7724304,2,11,0.001,81.20000458,9993,3,ADJ,NoSubs
19,12,29,363,6,-28,0.140000001,0.815640774,-9,687.4822388,178.4153137,8.69138161,0.037999999,2.8,1,3.626672268,279.9713019,10,268.0769653,2,11,0.001,78.90000153,9986,9,ADJ,NoSubs
19,12,29,363,5,-16,0.089999996,0.559845316,-9,388.348938,178.4049683,4.033531529,0.037999999,2.666666667,1,3.191321135,272.1972215,10,267.5929871,2,11,0.003,75.09999847,9977,1,ADJ,NoSubs
19,12,29,363,4,-9,0.07,0.569901269,-9,729.2769165,178.4531097,3.378529603,0.037999999,3,1,2.691413879,270.8818774,10,267.961792,2,11,0,74.5,9970,0,ADJ,NoSubs
19,12,29,363,3,-13,0.089999996,0.710525161,-9,983.956543,178.4979858,4.999251818,0.037999999,1.428571429,1,2.941485882,274.7920608,10,269.4744873,2,11,0,74.40000153,9966,0,ADJ,NoSubs
19,12,29,363,2,-20,0.140000001,0.856452609,-9,1124.872559,178.5383911,12.28336717,0.037999999,1.428571429,1,3.252305508,288.7522934,10,270.6201172,2,11,0,74.20000458,9956,3,ADJ,NoSubs
19,12,29,363,1,-11,0.109999999,0.707028119,-9,1156.07251,178.5686798,10.88411375,0.037999999,1.428571429,1,2.628526926,309.9889142,10,271.8970337,2,11,0.001,75.90000153,9951,0,ADJ,NoSubs
19,12,28,362,24,-11,0.140000001,0.711181713,-9,1180.673706,178.671875,22.51709037,0.037999999,1.1,1,2.689981222,295.8767641,10,272.8460083,2,11,0,75.20000458,9952,0,ADJ,NoSubs
19,12,28,362,23,-17,0.199999988,0.823963744,-9,1188.421509,178.7639771,42.48896131,0.037999999,1.7,1,3.316263437,270.5987873,10,272.9178162,2,11,0.005,73.20000458,9957,9,ADJ,NoSubs
19,12,28,362,22,-15,0.170000002,0.578569281,-9,465.5316772,178.8337555,29.52364073,0.037999999,1.5,1,3.065255642,267.3423426,10,272.465271,2,11,0.001,75.80000305,9954,8,ADJ,NoSubs
19,12,28,362,21,-18,0.280000001,0.720486098,-9,750.6748047,178.4321899,110.1511745,0.037999999,0.9,1,4.251250267,263.923339,10,273.0136108,2,11,0,78.09999847,9952,3,ADJ,NoSubs
19,12,28,362,20,-21,0.219999999,0.81615077,-9,936.777832,178.944046,45.87049903,0.037999999,2.1,1,3.565897942,248.7915685,10,273.45224,2,11,0,75.90000153,9950,8,ADJ,NoSubs
19,12,28,362,19,-26,0.199999988,0.868791079,-9,911.616333,178.9116516,27.80327516,0.037999999,1.428571429,1,3.627925873,249.1859288,10,273.1342468,2,11,0,75.30000305,9947,8,ADJ,NoSubs
19,12,28,362,18,-22,0.179999992,0.824374878,-9,920.4211426,178.8728638,23.95354565,0.037999999,1.428571429,1,3.375795841,249.693213,10,273.1315002,2,11,0,74.59999847,9941,5,ADJ,NoSubs
19,12,28,362,17,-19,0.140000001,0.805059659,-9,995.4765625,178.8215332,13.08793007,0.037999999,1.428571429,1,3.189054251,257.7988013,10,273.9284973,2,11,0,71.5,9934,4,ADJ,NoSubs
19,12,28,362,16,-10,0.149999991,0.920946521,-9,1098.045654,178.7964478,11.86126123,0.037999999,1,0.624840372,2.751683235,269.0678357,10,274.7223511,2,11,0,71.40000153,9931,1,ADJ,NoSubs
19,12,28,362,15,-20,0.199999988,1.275672829,-9,1163.335205,178.754303,-11.20770968,0.037999999,1,0.624697337,3.563265324,281.0697683,10,275.2503662,2,11,0,68.59999847,9931,0,ADJ,NoSubs
19,12,28,362,14,-36,0.299999982,1.506337206,-9,1204.11792,178.6864624,-23.77968546,0.037999999,1.2,0.624827918,4.688940525,278.1051355,10,275.4253235,2,11,0,67.09999847,9930,1,ADJ,NoSubs
19,12,28,362,13,-25,0.239999995,1.273082052,-9,1178.187988,179.0765228,-19.73418109,0.037999999,1.25,0.625,3.938981533,279.2937579,10,275.22052,2,11,0.001,73.59999847,9934,6,ADJ,NoSubs
19,12,28,362,12,-4,0.07,0.503410624,-9,1158.155518,178.9031372,7.784556653,0.037999999,1.428571429,1,2.002645493,274.3480764,10,274.4078369,2,11,0.010000001,84.30000305,9936,6,ADJ,NoSubs
19,12,28,362,11,-2,0.049999997,0.313901452,-9,560.3309326,178.8872223,5.661279152,0.037999999,0.217396244,1,1.439753175,274.5629867,10,273.7987061,2,11,0.002,90.09999847,9935,3,ADJ,NoSubs
19,12,28,362,10,-2,0.07,0.401627744,-9,49.93162155,178.8944702,-0.660904467,0.037999999,1.428571429,0.624936651,1.501720905,254.9803585,10,272.5139771,2,11,0.005,92.80000305,9932,3,ADJ,NoSubs
19,12,28,362,9,-6,0.079999998,0.298154007,-9,47.71401596,178.897644,2.304273156,0.037999999,1.428571429,0.625350148,2.256171703,237.3243008,10,272.1760864,2,11,0.001,88.09999847,9927,3,ADJ,NoSubs
19,12,28,362,8,-11,0.099999994,0.196895263,-9,25.00832558,178.8999023,8.190657015,0.037999999,1.428571429,1,2.689073563,234.8351736,10,272.3380127,2,11,0,84.80000305,9921,0,ADJ,NoSubs
19,12,28,362,7,-15,0.129999995,0.547605772,-9,394.2061768,178.4444427,13.18528102,0.037999999,2.5,1,2.940221071,243.4889593,10,272.1118164,2,11,0,85.90000153,9918,0,ADJ,NoSubs
19,12,28,362,6,-25,0.170000002,0.659466843,-9,413.7641907,178.477478,17.71988074,0.0381,2.5,1,3.439021349,240.8610178,10,272.552887,2,11,0,86.30000305,9912,3,ADJ,NoSubs
19,12,28,362,5,-32,0.209999993,0.716844947,-9,415.7962341,178.5201874,26.13380942,0.0381,2.285714286,1,3.879548788,241.0403787,10,272.9553528,2,11,0,87,9909,0,ADJ,NoSubs
19,12,28,362,4,-20,0.149999991,0.63714674,-9,467.2153931,178.5522461,15.24096459,0.0381,2,1,3.19485116,242.1735357,10,273.0018005,2,11,0,87.20000458,9912,1,ADJ,NoSubs
19,12,28,362,3,-12,0.109999999,0.467064044,-9,306.4578857,178.5757294,10.00828243,0.0381,1.428571429,1,2.750497341,236.4703702,10,272.7467041,2,11,0,86.30000305,9910,3,ADJ,NoSubs
19,12,28,362,2,-10,0.109999999,0.449370135,-9,328.5058594,178.6719513,12.04615809,0.0381,1.428571429,1,2.564657688,230.1339687,10,273.5692444,2,11,0,85.40000153,9904,2,ADJ,NoSubs
19,12,28,362,1,-11,0.159999996,0.408386938,-9,223.9245605,178.6800537,33.66558208,0.0381,1.428571429,1,2.815615892,224.6385227,10,273.2849121,2,11,0,88,9899,4,ADJ,NoSubs
19,12,27,361,24,-11,0.149999991,0.522654162,-9,469.5775146,178.7532196,27.75094398,0.043299999,5.5,1,2.753163815,238.4219197,10,273.3968506,2,11,0,88.40000153,9899,1,ADJ,NoSubs
19,12,27,361,23,-7,0.149999991,0.371901154,-9,266.4543457,178.7898102,43.7072957,0.043299999,2.333333333,1,2.441588402,241.974044,10,274.0154419,2,11,0,87.40000153,9897,2,ADJ,NoSubs
19,12,27,361,22,-6,0.199999988,0.343802776,-9,245.2720184,178.8407593,120.7118172,0.043299999,0.6,1,3.064793825,221.7091714,10,273.6578369,2,11,0,88.30000305,9893,10,ADJ,NoSubs
19,12,27,361,21,-7,0.229999989,0.356109108,-9,233.1510925,178.6561279,157.0404989,0.043299999,1.428571429,1,3.317378044,195.0189272,10,273.1008301,2,11,0,91.80000305,9892,9,ADJ,NoSubs
19,12,27,361,20,-5,0.119999997,0.307669393,-9,210.2132263,178.5540771,31.1810598,0.043399997,1.428571429,1,2.126391411,172.216795,10,272.7180786,2,11,0,93.20000458,9895,7,ADJ,NoSubs
19,12,27,361,19,-5,0.109999999,0.237298947,-9,96.2021637,4758.409668,23.95606395,0.0381,1.428571429,1,2.064269066,146.5970315,10,272.0220947,2,11,0.021000002,95.20000458,9896,8,ADJ,NoSubs
19,12,27,361,18,-2,0.049999997,0.184298833,-9,112.2741852,6518.401367,5.604825601,0.0381,1.428571429,1,1.439230204,194.5988493,10,271.0684204,2,11,1.996000051,93.90000153,9910,10,ADJ,NoSubs
19,12,27,361,17,0,0.01,0.121862469,-9,129.3298035,4174.85498,-0.178660555,0.0381,1.428571429,1,0.566564143,117.6458485,10,270.0197144,2,11,2.387000084,93.30000305,9922,10,ADJ,NoSubs
19,12,27,361,16,-2,0.189999998,0.167345025,-9,83.64872742,178.3121643,306.0706736,0.0381,1.428571429,1,2.755637407,136.4337959,10,269.7662964,2,11,1.029000044,88.59999847,9929,10,ADJ,NoSubs
19,12,27,361,15,-1,0.25,0.1331758,-9,84.05913544,178.2618866,1390.173515,0.0381,0.1,1,3.628587484,140.4800625,10,268.934021,2,11,0.694000006,87.30000305,9945,10,ADJ,NoSubs
19,12,27,361,14,0,0.25999999,0.103453627,-9,78.5746994,178.2286682,-3118.211486,0.0381,0,1,3.816084385,138.3397479,10,268.1342773,2,11,0.310000002,80.09999847,9958,10,ADJ,NoSubs
19,12,27,361,13,0,0.269999981,0.109164903,-9,92.23320007,178.1305237,-3488.74626,0.0381,0,1,4.002313614,148.7973863,10,267.8828735,2,11,0.078000002,76.09999847,9978,9,ADJ,NoSubs
19,12,27,361,12,3,0.25999999,0.199184506,-9,93.24777222,178.4674377,-518.4797647,0.0381,0.142857143,1,3.813359022,143.4266388,10,267.5037231,2,11,0.062000003,73,9995,7,ADJ,NoSubs
19,12,27,361,11,4,0.310000002,0.212487461,-9,84.52735901,177.9451599,-656.1792285,0.0381,0.166666667,1,4.565495491,141.8785347,10,266.3140869,2,11,0.018000001,71.30000305,10014,9,ADJ,NoSubs
19,12,27,361,10,4,0.319999993,0.204216784,-9,74.57595062,177.9694366,-717.322441,0.0381,0.222222222,1,4.688940525,134.7037762,10,264.6800842,2,11,0.001,74,10024,10,ADJ,NoSubs
19,12,27,361,9,-14,0.179999992,0.301057117,-9,68.00875092,3087.465576,36.33921743,0.0381,10,1,3.067580462,121.3858464,10,263.6834717,2,11,0,75.09999847,10034,8,ADJ,NoSubs
19,12,27,361,8,-6,0.140000001,0.259377826,-9,101.1408691,177.9506531,39.760539,0.0381,6,1,2.314969301,109.6596993,10,262.7944336,2,11,0.045000002,79.90000153,10039,3,ADJ,NoSubs
19,12,27,361,7,-10,0.119999997,0.22784561,-9,40.88425446,177.9368744,14.931994,0.0381,5,1,2.565714359,132.1559635,10,261.1986084,2,11,0.105000004,81.59999847,10047,3,ADJ,NoSubs
19,12,27,361,6,-13,0.149999991,0.21940124,-9,27.91657448,177.4752197,22.30275954,0.0381,4.333333333,1,2.877818584,124.6720108,10,259.671936,2,11,0,84.80000305,10051,3,ADJ,NoSubs
19,12,27,361,5,-7,0.059999999,0.181143719,-9,28.87454414,177.54422,2.623246044,0.0381,3.5,1,2.250398874,122.9967551,10,256.9686279,2,11,0,72,10061,2,ADJ,NoSubs
19,12,27,361,4,-7,0.049999997,0.182575531,-9,29.50720215,177.546524,1.515131269,0.0381,7,1,1.876691341,125.2754472,10,256.4691467,2,11,0,69.80000305,10071,0,ADJ,NoSubs
19,12,27,361,3,-4,0.029999999,0.151769568,-9,29.58178711,177.5485687,0.571181399,0.0381,4,1,1.063625455,169.9248437,10,255.7802887,2,11,0,67.90000153,10080,0,ADJ,NoSubs
19,12,27,361,2,-4,0.02,0.148833283,-9,27.86215973,177.562088,0.169022513,0.0381,4,1,0.815997958,183.441737,10,255.4532013,2,11,0,66.70000458,10079,2,ADJ,NoSubs
19,12,27,361,1,-5,0.029999999,0.159009188,-9,27.182724,177.578949,0.456383629,0.0381,5,1,1.129174352,225.9758185,10,255.4659882,2,11,0,67.09999847,10086,1,ADJ,NoSubs
19,12,26,360,24,-5,0.029999999,0.158101428,-9,26.746521,177.5697632,0.456839516,0.0381,5,1,1.128465891,211.8354502,10,255.7211761,2,11,0,67.5,10092,0,ADJ,NoSubs
19,12,26,360,23,-4,0.029999999,0.145590087,-9,26.13700104,177.6190338,0.571694592,0.0381,4,1,1.002135992,231.5766247,10,256.0101013,2,11,0,68.20000458,10099,0,ADJ,NoSubs
19,12,26,360,22,-5,0.029999999,0.158994313,-9,27.32642365,177.5487823,0.458925055,0.0381,5,1,1.188977242,252.5135113,10,256.8885803,2,11,0,69.09999847,10103,0,ADJ,NoSubs
19,12,26,360,21,-4,0.029999999,0.151294287,-9,29.50318146,177.6163025,0.575049208,0.0381,4,1,1.18827641,285.3764807,10,257.5123291,2,11,0,69.59999847,10107,0,ADJ,NoSubs
19,12,26,360,20,-5,0.039999999,0.164777832,-9,30.60231209,177.9083557,1.094404422,0.0381,5,1,1.628364682,269.3853699,10,258.4429321,2,11,0,69,10107,0,ADJ,NoSubs
19,12,26,360,19,-4,0.039999999,0.154859883,-9,31.90447998,177.6717987,1.374531964,0.0381,1.428571429,1,1.500974417,281.8389021,10,259.6759033,2,11,0,67.20000458,10103,0,ADJ,NoSubs
19,12,26,360,18,-4,0.039999999,0.164556102,-9,38.56142044,177.8820343,1.384621271,0.0381,1.428571429,1,1.564929008,308.8483143,10,261.5819702,2,11,0,65.20000458,10104,0,ADJ,NoSubs
19,12,26,360,17,-4,0.049999997,0.329152399,-9,311.6595154,178.3339233,2.731110425,0.0381,1.428571429,1,1.753023863,302.3275285,10,264.1715698,2,11,0,62.79999924,10105,0,ADJ,NoSubs
19,12,26,360,16,-7,0.219999999,0.66838361,-9,312.6943359,178.0294189,27.87729837,0.0381,0.318181818,0.625158853,3.254736185,313.773783,10,266.4537354,2,11,0,57.10000229,10103,0,ADJ,NoSubs
19,12,26,360,15,19,0.299999982,0.606754452,-9,331.6029968,178.2996674,-100.2035773,0.0381,0.38,0.625082392,4.316767216,314.7816057,10,266.6082764,2,11,0,56.10000229,10101,0,ADJ,NoSubs
19,12,26,360,14,48,0.359999985,0.768003718,-9,369.655365,178.0067291,-95.18192876,0.0381,0.705882353,0.624518621,5.063386917,321.9381334,10,266.2526855,2,11,0,57,10099,1,ADJ,NoSubs
19,12,26,360,13,57,0.340000004,0.861328144,-9,338.02948,178.2877197,-51.97870276,0.0381,0.966101695,0.62469154,4.688019276,329.9686624,10,265.2214966,2,11,0,62.10000229,10099,2,ADJ,NoSubs
19,12,26,360,12,45,0.359999985,0.778273009,-9,257.9126282,177.7225189,-63.81520301,0.0381,1.097560976,0.624953609,5.066637993,334.2531345,10,263.9744263,2,11,0,69.59999847,10106,1,ADJ,NoSubs
